sl_no,gender,age,address,Medu,Fedu,Mjob,Fjob,famsup,paid,activities,internet,ssc_p,ssc_b,hsc_p,hsc_b,hsc_s,degree_p,degree_t,workex,etest_p,specialisation,mba_p,status,salary
8198,M,18,R,1,3,at_home,other,no,yes,no,yes,70.0,Central,84.0,State,Science,84.0,Comm&Mgmt,No,91.0,Mkt&Fin,77,Placed,520909.0
8199,M,22,U,2,2,health,teacher,no,no,no,yes,65.0,Central,73.0,State,Commerce,59.0,Sci&Tech,No,64.0,Mkt&HR,85,Placed,258694.0
8200,F,18,U,4,1,services,health,no,no,no,yes,72.0,Private,65.0,State,Commerce,67.0,Comm&Mgmt,No,78.0,Mkt&HR,74,Placed,330221.0
8201,M,23,U,1,2,health,teacher,yes,no,yes,no,94.0,Central,65.0,State,Arts,71.0,Comm&Mgmt,No,76.0,Mkt&Fin,95,Placed,462644.0
8202,F,22,R,1,3,at_home,services,no,no,no,yes,57.0,State,60.0,Central,Commerce,65.0,Sci&Tech,Yes,66.0,Mkt&Fin,86,Not Placed,
8203,F,18,U,3,4,services,at_home,yes,yes,yes,no,89.0,Central,86.0,Central,Commerce,51.0,Comm&Mgmt,No,54.0,Mkt&Fin,90,Not Placed,
8204,M,21,R,4,1,services,at_home,yes,yes,no,no,74.0,Central,87.0,State,Arts,73.0,Sci&Tech,No,60.0,Mkt&HR,53,Not Placed,
8205,F,20,R,4,1,services,health,no,no,yes,yes,73.0,State,66.0,Private,Science,53.0,Sci&Tech,No,93.0,Mkt&Fin,57,Not Placed,
8206,F,21,U,1,1,other,other,yes,yes,yes,yes,54.0,State,74.0,Central,Science,76.0,Comm&Mgmt,Yes,87.0,Mkt&Fin,94,Placed,550000.0
8207,F,21,U,3,1,other,health,no,yes,yes,no,51.0,Central,58.0,Central,Commerce,57.0,Comm&Mgmt,No,74.0,Mkt&Fin,91,Placed,355850.0
8208,M,18,R,4,4,at_home,health,no,no,yes,no,89.0,State,91.0,State,Arts,87.0,Comm&Mgmt,Yes,86.0,Mkt&HR,89,Placed,550000.0
8209,F,18,R,2,1,health,at_home,yes,yes,no,no,69.0,Private,87.0,State,Arts,87.0,Sci&Tech,No,64.0,Mkt&Fin,72,Not Placed,
8210,M,21,R,1,1,health,other,yes,yes,no,no,69.0,Central,62.0,Private,Arts,58.0,Sci&Tech,No,90.0,Mkt&HR,60,Not Placed,
8211,M,21,U,2,2,at_home,health,yes,yes,yes,no,93.0,State,50.0,Central,Arts,61.0,Sci&Tech,No,84.0,Mkt&HR,93,Placed,415697.0
8212,F,22,U,2,4,at_home,at_home,yes,yes,yes,yes,84.0,Central,88.0,State,Science,84.0,Comm&Mgmt,No,90.0,Mkt&Fin,57,Placed,488253.0
8213,M,23,U,4,4,at_home,at_home,no,no,yes,yes,69.0,State,70.0,Private,Arts,53.0,Sci&Tech,Yes,61.0,Mkt&Fin,64,Not Placed,
8214,F,20,R,3,4,services,health,yes,yes,no,no,93.0,Central,91.0,Private,Science,67.0,Sci&Tech,Yes,55.0,Mkt&Fin,69,Not Placed,
8215,F,23,R,4,2,at_home,teacher,yes,yes,no,no,66.0,Central,61.0,Private,Science,90.0,Comm&Mgmt,Yes,72.0,Mkt&Fin,93,Placed,550000.0
8216,M,22,U,4,2,teacher,health,yes,yes,yes,no,59.0,Central,62.0,Private,Commerce,73.0,Sci&Tech,No,89.0,Mkt&Fin,81,Placed,470158.0
8217,F,23,U,1,2,other,health,yes,no,yes,yes,84.0,Central,71.0,Central,Commerce,57.0,Sci&Tech,Yes,73.0,Mkt&HR,63,Not Placed,
8218,M,19,U,4,3,other,health,no,yes,no,no,87.0,State,82.0,State,Science,73.0,Comm&Mgmt,Yes,62.0,Mkt&Fin,85,Placed,398195.0
8219,M,20,R,1,1,other,health,yes,no,no,no,90.0,Central,73.0,State,Commerce,83.0,Sci&Tech,No,77.0,Mkt&Fin,50,Placed,415826.0
8220,F,18,R,2,2,teacher,at_home,no,no,yes,no,78.0,Private,70.0,Central,Arts,72.0,Comm&Mgmt,No,69.0,Mkt&Fin,58,Placed,319107.0
8221,F,22,U,4,2,services,teacher,no,no,no,yes,85.0,State,78.0,Central,Science,83.0,Sci&Tech,No,92.0,Mkt&Fin,82,Placed,550000.0
8222,M,23,U,4,3,teacher,at_home,no,yes,yes,yes,95.0,State,60.0,State,Commerce,91.0,Sci&Tech,Yes,88.0,Mkt&HR,87,Placed,550000.0
8223,F,20,U,2,1,teacher,other,yes,no,yes,no,77.0,Private,93.0,Central,Commerce,54.0,Sci&Tech,No,67.0,Mkt&HR,64,Not Placed,
8224,F,22,R,2,3,health,at_home,no,yes,no,yes,52.0,Private,66.0,State,Commerce,66.0,Sci&Tech,Yes,88.0,Mkt&HR,90,Placed,469557.0
8225,M,23,R,2,3,at_home,other,yes,no,no,no,93.0,State,83.0,State,Arts,70.0,Sci&Tech,No,59.0,Mkt&Fin,72,Placed,336852.0
8226,F,18,R,1,1,services,other,yes,no,yes,yes,89.0,Private,65.0,Central,Arts,71.0,Comm&Mgmt,Yes,89.0,Mkt&Fin,88,Placed,489334.0
8227,M,19,R,4,2,health,health,no,no,no,yes,70.0,Central,50.0,Private,Arts,63.0,Sci&Tech,Yes,71.0,Mkt&Fin,80,Placed,358531.0
8228,M,20,R,3,3,other,other,no,no,no,yes,86.0,State,90.0,Private,Science,52.0,Comm&Mgmt,Yes,95.0,Mkt&HR,75,Placed,391900.0
8229,M,23,U,3,2,teacher,health,yes,no,no,no,63.0,Central,91.0,State,Science,61.0,Sci&Tech,No,95.0,Mkt&HR,59,Placed,326801.0
8230,F,23,U,4,4,other,health,no,yes,yes,no,70.0,Central,66.0,Central,Arts,58.0,Comm&Mgmt,No,58.0,Mkt&HR,65,Not Placed,
8231,M,19,U,2,4,other,health,yes,yes,no,no,85.0,State,55.0,State,Arts,50.0,Sci&Tech,Yes,50.0,Mkt&Fin,91,Not Placed,
8232,F,22,U,3,4,at_home,services,yes,yes,no,yes,57.0,Central,81.0,Private,Arts,74.0,Comm&Mgmt,Yes,53.0,Mkt&Fin,50,Not Placed,
8233,F,22,U,4,2,teacher,teacher,yes,yes,yes,yes,59.0,State,53.0,Central,Commerce,50.0,Comm&Mgmt,Yes,82.0,Mkt&HR,50,Not Placed,
8234,M,20,R,1,2,other,health,no,no,no,yes,56.0,Central,82.0,Private,Commerce,88.0,Comm&Mgmt,No,68.0,Mkt&Fin,57,Placed,416524.0
8235,F,22,R,1,1,other,other,yes,yes,no,yes,72.0,State,86.0,Central,Commerce,51.0,Comm&Mgmt,No,61.0,Mkt&Fin,56,Not Placed,
8236,M,19,U,4,4,teacher,at_home,yes,yes,no,yes,92.0,Private,61.0,State,Arts,68.0,Comm&Mgmt,No,66.0,Mkt&Fin,91,Placed,400240.0
8237,M,19,R,4,2,services,health,yes,no,no,yes,85.0,Private,85.0,State,Arts,71.0,Sci&Tech,Yes,56.0,Mkt&HR,89,Placed,376582.0
8238,F,18,R,4,4,other,teacher,yes,yes,yes,yes,51.0,State,88.0,Central,Science,69.0,Sci&Tech,No,53.0,Mkt&HR,83,Not Placed,
8239,M,22,R,1,2,health,teacher,yes,yes,yes,yes,76.0,State,80.0,State,Commerce,84.0,Comm&Mgmt,Yes,70.0,Mkt&Fin,66,Placed,411430.0
8240,F,22,R,2,4,services,at_home,no,yes,yes,no,62.0,Central,70.0,State,Arts,56.0,Sci&Tech,Yes,84.0,Mkt&Fin,95,Placed,443832.0
8241,M,21,U,4,4,other,at_home,no,no,no,yes,74.0,Private,58.0,Private,Arts,85.0,Comm&Mgmt,Yes,87.0,Mkt&HR,64,Placed,507798.0
8242,M,21,U,4,3,health,at_home,no,yes,yes,no,72.0,State,71.0,Central,Science,59.0,Comm&Mgmt,Yes,59.0,Mkt&HR,58,Not Placed,
8243,F,19,R,2,3,health,services,no,yes,yes,no,92.0,State,86.0,Private,Science,90.0,Comm&Mgmt,Yes,63.0,Mkt&HR,82,Placed,480698.0
8244,F,23,R,1,1,teacher,teacher,no,yes,yes,yes,56.0,Central,89.0,Central,Arts,72.0,Comm&Mgmt,Yes,94.0,Mkt&Fin,64,Placed,468883.0
8245,F,18,U,3,4,other,services,no,yes,yes,yes,70.0,Central,65.0,Central,Commerce,50.0,Comm&Mgmt,Yes,51.0,Mkt&HR,89,Not Placed,
8246,M,20,U,1,3,health,health,no,yes,no,no,56.0,Private,70.0,Private,Commerce,82.0,Sci&Tech,Yes,91.0,Mkt&HR,54,Placed,510368.0
8247,M,18,R,2,2,health,health,yes,no,no,yes,93.0,Private,81.0,Central,Commerce,56.0,Sci&Tech,Yes,87.0,Mkt&HR,75,Placed,365167.0
8248,M,18,U,4,4,at_home,at_home,no,no,no,no,87.0,State,57.0,Private,Arts,77.0,Sci&Tech,No,85.0,Mkt&Fin,54,Placed,417059.0
8249,M,20,R,3,1,services,teacher,yes,yes,no,no,89.0,Central,87.0,State,Science,76.0,Comm&Mgmt,No,81.0,Mkt&Fin,94,Placed,517619.0
8250,M,21,R,1,2,teacher,teacher,no,yes,no,no,66.0,Private,84.0,Private,Science,73.0,Comm&Mgmt,Yes,77.0,Mkt&Fin,67,Placed,411354.0
8251,M,22,R,1,1,other,health,no,no,yes,yes,56.0,State,56.0,State,Arts,60.0,Comm&Mgmt,Yes,60.0,Mkt&Fin,79,Not Placed,
8252,M,22,R,3,3,at_home,services,yes,no,no,no,66.0,Private,74.0,State,Arts,53.0,Sci&Tech,Yes,72.0,Mkt&Fin,69,Not Placed,
8253,M,22,R,4,4,health,at_home,yes,yes,no,yes,67.0,Private,58.0,Private,Arts,89.0,Sci&Tech,Yes,53.0,Mkt&HR,95,Not Placed,
8254,F,19,R,1,4,other,at_home,yes,no,no,yes,70.0,Central,58.0,Central,Science,78.0,Sci&Tech,No,59.0,Mkt&HR,78,Not Placed,
8255,M,23,R,2,1,at_home,teacher,yes,no,yes,yes,62.0,Central,50.0,Central,Commerce,76.0,Sci&Tech,Yes,69.0,Mkt&Fin,87,Placed,443736.0
8256,F,20,U,3,1,at_home,at_home,yes,no,no,yes,70.0,State,55.0,Central,Science,92.0,Sci&Tech,Yes,78.0,Mkt&Fin,91,Placed,550000.0
8257,M,18,R,1,3,teacher,other,no,yes,no,no,91.0,State,62.0,State,Arts,72.0,Sci&Tech,Yes,50.0,Mkt&HR,93,Placed,421070.0
8258,F,20,U,1,4,services,teacher,yes,yes,no,yes,52.0,State,56.0,Central,Arts,55.0,Sci&Tech,Yes,73.0,Mkt&Fin,74,Not Placed,
8259,M,18,U,2,1,services,teacher,no,no,yes,yes,61.0,Private,84.0,State,Commerce,64.0,Sci&Tech,Yes,53.0,Mkt&Fin,76,Not Placed,
8260,F,23,U,2,3,other,at_home,yes,yes,no,yes,75.0,State,68.0,Private,Arts,59.0,Sci&Tech,Yes,60.0,Mkt&HR,80,Not Placed,
8261,F,21,R,4,2,services,teacher,no,no,yes,yes,68.0,Central,91.0,Central,Arts,75.0,Sci&Tech,Yes,84.0,Mkt&HR,76,Placed,483175.0
8262,M,21,R,3,3,at_home,health,no,no,no,yes,82.0,State,91.0,State,Science,53.0,Sci&Tech,Yes,56.0,Mkt&Fin,75,Not Placed,
8263,M,18,R,3,3,other,other,yes,yes,no,yes,62.0,Private,60.0,Central,Arts,85.0,Comm&Mgmt,No,63.0,Mkt&Fin,88,Placed,501661.0
8264,F,21,U,4,3,other,teacher,yes,yes,no,yes,73.0,Central,50.0,Private,Science,60.0,Sci&Tech,No,73.0,Mkt&Fin,76,Placed,296888.0
8265,F,23,U,4,1,services,at_home,yes,no,yes,no,81.0,State,51.0,Central,Commerce,51.0,Sci&Tech,Yes,71.0,Mkt&Fin,72,Not Placed,
8266,F,19,U,3,3,teacher,health,no,no,no,no,57.0,State,92.0,Central,Commerce,88.0,Sci&Tech,Yes,81.0,Mkt&Fin,76,Placed,538316.0
8267,F,23,U,2,1,teacher,at_home,yes,yes,yes,no,75.0,State,80.0,State,Science,60.0,Comm&Mgmt,No,58.0,Mkt&HR,81,Placed,264829.0
8268,F,21,R,4,2,at_home,teacher,no,no,no,no,70.0,Central,63.0,Private,Commerce,58.0,Sci&Tech,Yes,70.0,Mkt&Fin,84,Not Placed,
8269,M,21,U,3,1,services,other,no,no,yes,yes,76.0,Central,86.0,Private,Arts,61.0,Sci&Tech,No,60.0,Mkt&Fin,73,Not Placed,
8270,M,20,R,3,4,teacher,at_home,no,no,no,yes,68.0,State,69.0,Central,Science,69.0,Comm&Mgmt,No,67.0,Mkt&Fin,80,Not Placed,
8271,M,21,R,2,3,services,at_home,no,yes,yes,yes,85.0,State,57.0,Private,Science,73.0,Sci&Tech,No,64.0,Mkt&HR,91,Placed,414044.0
8272,M,21,U,3,4,at_home,health,yes,no,no,yes,60.0,State,89.0,Private,Commerce,87.0,Sci&Tech,Yes,81.0,Mkt&Fin,54,Placed,492181.0
8273,M,22,U,2,3,other,other,no,no,yes,yes,95.0,Central,58.0,Central,Commerce,59.0,Comm&Mgmt,Yes,64.0,Mkt&HR,87,Placed,333616.0
8274,M,22,R,3,1,other,teacher,yes,no,yes,no,61.0,Central,95.0,Central,Commerce,87.0,Comm&Mgmt,Yes,72.0,Mkt&HR,77,Placed,504065.0
8275,F,22,U,4,2,at_home,other,yes,yes,no,no,59.0,State,80.0,State,Arts,74.0,Sci&Tech,Yes,58.0,Mkt&Fin,64,Not Placed,
8276,M,22,U,4,4,teacher,at_home,yes,no,yes,no,88.0,State,86.0,State,Science,71.0,Sci&Tech,No,56.0,Mkt&Fin,58,Placed,290291.0
8277,M,19,U,4,1,services,health,no,yes,yes,no,56.0,Private,60.0,Private,Commerce,53.0,Comm&Mgmt,Yes,69.0,Mkt&HR,66,Placed,244506.0
8278,F,19,R,1,1,other,other,yes,yes,yes,no,57.0,Central,95.0,Central,Arts,76.0,Comm&Mgmt,Yes,94.0,Mkt&Fin,65,Placed,534883.0
8279,F,19,U,1,4,other,teacher,no,no,yes,yes,78.0,Central,80.0,Private,Arts,90.0,Comm&Mgmt,No,58.0,Mkt&HR,88,Placed,437653.0
8280,M,23,R,3,3,health,teacher,no,no,no,no,60.0,Private,54.0,Central,Science,62.0,Comm&Mgmt,No,95.0,Mkt&Fin,85,Placed,444600.0
8281,F,22,U,4,2,at_home,other,yes,yes,yes,yes,78.0,State,61.0,Central,Commerce,66.0,Comm&Mgmt,Yes,85.0,Mkt&Fin,87,Placed,448599.0
8282,M,19,U,3,3,health,health,no,no,yes,yes,95.0,State,57.0,Private,Arts,84.0,Sci&Tech,Yes,89.0,Mkt&HR,52,Placed,497238.0
8283,F,22,U,1,4,health,health,yes,no,yes,yes,60.0,Private,83.0,State,Science,83.0,Sci&Tech,Yes,80.0,Mkt&Fin,86,Placed,550000.0
8284,M,18,U,2,2,at_home,other,no,yes,no,yes,71.0,Central,83.0,State,Commerce,63.0,Sci&Tech,No,77.0,Mkt&Fin,91,Not Placed,
8285,M,19,R,3,2,teacher,at_home,no,no,no,no,56.0,Private,55.0,Private,Science,56.0,Sci&Tech,No,94.0,Mkt&HR,77,Placed,346740.0
8286,M,21,U,4,3,health,services,yes,yes,yes,yes,65.0,State,78.0,Private,Commerce,91.0,Comm&Mgmt,Yes,65.0,Mkt&Fin,87,Placed,526456.0
8287,F,20,U,4,3,other,other,yes,yes,no,no,57.0,State,87.0,Central,Science,89.0,Comm&Mgmt,No,75.0,Mkt&HR,91,Placed,510638.0
8288,M,21,R,2,4,services,services,no,yes,no,no,84.0,State,90.0,Private,Arts,88.0,Sci&Tech,No,54.0,Mkt&Fin,53,Not Placed,
8289,M,20,R,1,4,services,teacher,yes,no,no,no,56.0,Private,57.0,Central,Science,81.0,Sci&Tech,Yes,83.0,Mkt&HR,67,Placed,495956.0
8290,M,20,U,2,2,teacher,services,yes,yes,yes,yes,56.0,State,91.0,State,Science,91.0,Comm&Mgmt,Yes,88.0,Mkt&Fin,50,Placed,548304.0
8291,M,21,U,3,2,services,teacher,no,no,no,no,92.0,Central,80.0,Central,Commerce,57.0,Sci&Tech,Yes,78.0,Mkt&HR,88,Placed,394665.0
8292,M,22,U,2,2,at_home,other,no,no,no,no,85.0,Central,75.0,Central,Arts,94.0,Comm&Mgmt,No,94.0,Mkt&Fin,58,Placed,550000.0
8293,M,23,R,4,3,at_home,other,yes,no,no,yes,80.0,State,83.0,State,Science,60.0,Comm&Mgmt,Yes,74.0,Mkt&HR,71,Placed,365484.0
8294,F,20,U,1,3,teacher,other,no,yes,no,no,75.0,Private,92.0,State,Arts,52.0,Comm&Mgmt,No,54.0,Mkt&HR,51,Not Placed,
8295,F,21,U,3,4,teacher,teacher,yes,no,no,no,50.0,Central,65.0,Central,Commerce,91.0,Sci&Tech,Yes,55.0,Mkt&HR,91,Placed,522261.0
8296,M,23,U,1,3,services,services,yes,yes,yes,yes,73.0,State,83.0,State,Arts,86.0,Sci&Tech,No,53.0,Mkt&HR,71,Placed,405475.0
8297,M,21,R,3,2,teacher,health,yes,yes,yes,no,82.0,Central,90.0,Central,Science,80.0,Sci&Tech,No,81.0,Mkt&Fin,75,Placed,489380.0
8298,F,18,U,2,3,health,at_home,yes,yes,yes,yes,94.0,Private,88.0,State,Science,93.0,Sci&Tech,Yes,55.0,Mkt&Fin,54,Placed,432734.0
8299,F,19,R,2,3,other,teacher,no,yes,yes,no,71.0,Central,52.0,Private,Science,57.0,Comm&Mgmt,No,50.0,Mkt&Fin,78,Not Placed,
8300,M,19,R,3,4,health,teacher,yes,no,no,no,71.0,State,58.0,Central,Science,64.0,Comm&Mgmt,No,72.0,Mkt&HR,55,Not Placed,
8301,M,21,R,3,2,health,at_home,no,yes,yes,yes,54.0,Private,78.0,State,Commerce,56.0,Sci&Tech,No,93.0,Mkt&Fin,85,Placed,435242.0
8302,F,18,R,3,4,at_home,health,no,yes,yes,no,75.0,Private,71.0,Central,Commerce,73.0,Sci&Tech,No,82.0,Mkt&HR,89,Placed,491351.0
8303,M,22,R,4,2,teacher,at_home,no,yes,no,no,66.0,State,76.0,Central,Arts,90.0,Sci&Tech,No,76.0,Mkt&HR,77,Placed,500076.0
8304,M,22,R,2,4,other,services,no,yes,no,yes,86.0,Central,60.0,Central,Science,87.0,Comm&Mgmt,No,91.0,Mkt&Fin,78,Placed,550000.0
8305,F,21,U,2,1,teacher,at_home,yes,no,yes,no,59.0,Central,68.0,Private,Arts,58.0,Comm&Mgmt,Yes,73.0,Mkt&HR,71,Placed,302426.0
8306,F,21,U,2,4,teacher,at_home,yes,yes,yes,yes,60.0,Private,87.0,Central,Science,74.0,Comm&Mgmt,Yes,82.0,Mkt&HR,82,Placed,502567.0
8307,F,19,R,2,2,services,teacher,no,yes,no,no,56.0,State,87.0,Private,Science,81.0,Comm&Mgmt,No,87.0,Mkt&Fin,92,Placed,550000.0
8308,M,22,R,3,2,teacher,teacher,yes,no,no,no,51.0,Central,91.0,Private,Commerce,83.0,Sci&Tech,Yes,67.0,Mkt&Fin,68,Placed,396799.0
8309,F,22,U,1,3,teacher,health,no,no,no,no,56.0,Central,52.0,State,Science,78.0,Sci&Tech,No,92.0,Mkt&Fin,61,Placed,494284.0
8310,F,18,R,4,2,teacher,health,no,yes,no,no,95.0,Central,61.0,Private,Commerce,95.0,Sci&Tech,Yes,55.0,Mkt&HR,67,Placed,440723.0
8311,M,21,U,1,2,at_home,at_home,yes,yes,no,yes,77.0,Central,82.0,State,Arts,74.0,Comm&Mgmt,Yes,93.0,Mkt&Fin,82,Placed,550000.0
8312,F,18,R,4,4,other,services,no,yes,yes,no,63.0,Private,57.0,Private,Commerce,51.0,Comm&Mgmt,Yes,58.0,Mkt&HR,76,Placed,256671.0
8313,F,19,R,2,3,health,services,no,no,yes,no,79.0,Central,85.0,Private,Commerce,87.0,Comm&Mgmt,No,79.0,Mkt&HR,67,Placed,402178.0
8314,M,21,U,2,4,health,teacher,no,no,yes,no,52.0,State,71.0,State,Science,85.0,Comm&Mgmt,Yes,50.0,Mkt&Fin,61,Not Placed,
8315,M,18,U,3,3,services,health,no,yes,yes,no,51.0,Private,50.0,State,Commerce,50.0,Comm&Mgmt,No,79.0,Mkt&HR,80,Not Placed,
8316,F,22,R,3,3,services,at_home,yes,no,no,no,76.0,State,56.0,State,Science,59.0,Sci&Tech,Yes,60.0,Mkt&HR,85,Not Placed,
8317,F,19,U,2,4,health,health,yes,yes,yes,no,62.0,Private,64.0,State,Arts,67.0,Comm&Mgmt,No,88.0,Mkt&HR,53,Placed,348274.0
8318,M,22,R,1,1,services,teacher,no,no,no,no,59.0,Private,93.0,Private,Commerce,89.0,Sci&Tech,Yes,82.0,Mkt&Fin,93,Placed,550000.0
8319,F,21,U,4,3,teacher,teacher,yes,no,no,no,76.0,State,79.0,Central,Arts,69.0,Comm&Mgmt,No,67.0,Mkt&HR,81,Placed,355000.0
8320,M,20,U,3,2,services,at_home,yes,no,yes,yes,59.0,Private,87.0,Private,Commerce,55.0,Comm&Mgmt,No,62.0,Mkt&Fin,51,Not Placed,
8321,F,18,R,1,1,other,health,yes,yes,yes,yes,95.0,State,61.0,State,Science,85.0,Comm&Mgmt,No,54.0,Mkt&HR,77,Not Placed,
8322,M,19,R,2,2,services,services,no,yes,yes,yes,53.0,Central,85.0,Private,Science,63.0,Comm&Mgmt,Yes,76.0,Mkt&HR,76,Not Placed,
8323,M,20,U,1,4,services,at_home,yes,no,yes,yes,68.0,State,55.0,State,Arts,52.0,Sci&Tech,Yes,58.0,Mkt&Fin,94,Placed,333272.0
8324,F,18,U,1,2,services,health,no,no,yes,yes,58.0,Private,93.0,Private,Arts,95.0,Sci&Tech,Yes,59.0,Mkt&HR,63,Placed,398049.0
8325,F,21,R,2,3,at_home,other,no,yes,yes,yes,58.0,State,77.0,State,Science,90.0,Sci&Tech,Yes,56.0,Mkt&Fin,77,Placed,483202.0
8326,F,22,U,1,3,other,teacher,no,yes,no,yes,58.0,Central,59.0,State,Commerce,94.0,Comm&Mgmt,Yes,91.0,Mkt&Fin,86,Placed,550000.0
8327,M,20,U,2,3,at_home,at_home,no,no,yes,no,74.0,State,55.0,Central,Science,90.0,Sci&Tech,Yes,50.0,Mkt&Fin,90,Placed,520770.0
8328,M,21,U,2,2,services,at_home,yes,yes,yes,no,50.0,Central,72.0,Central,Science,50.0,Comm&Mgmt,Yes,63.0,Mkt&HR,90,Not Placed,
8329,M,22,R,3,4,health,services,no,yes,no,no,79.0,State,62.0,Central,Commerce,66.0,Sci&Tech,No,52.0,Mkt&Fin,91,Placed,382043.0
8330,M,20,R,4,4,services,other,no,yes,yes,yes,70.0,Central,51.0,Private,Science,77.0,Sci&Tech,Yes,55.0,Mkt&HR,95,Placed,461357.0
8331,F,20,R,2,1,other,health,no,no,yes,no,90.0,Central,57.0,Private,Arts,54.0,Sci&Tech,Yes,88.0,Mkt&HR,56,Not Placed,
8332,F,20,U,3,1,other,other,yes,no,no,yes,78.0,Private,76.0,State,Science,61.0,Sci&Tech,No,89.0,Mkt&Fin,69,Placed,359545.0
8333,F,21,U,4,4,at_home,other,no,no,no,yes,74.0,State,92.0,State,Science,76.0,Comm&Mgmt,Yes,51.0,Mkt&Fin,50,Placed,329202.0
8334,M,20,U,1,1,health,teacher,yes,no,yes,yes,95.0,Private,85.0,Central,Commerce,63.0,Comm&Mgmt,No,56.0,Mkt&HR,52,Not Placed,
8335,F,23,R,2,1,teacher,services,no,yes,no,no,64.0,Private,83.0,Central,Arts,62.0,Sci&Tech,No,74.0,Mkt&Fin,83,Not Placed,
8336,M,22,R,2,3,health,other,yes,no,yes,yes,81.0,Central,79.0,Private,Commerce,91.0,Sci&Tech,Yes,51.0,Mkt&Fin,74,Placed,478156.0
8337,F,18,U,1,1,services,health,no,yes,no,no,80.0,State,94.0,Private,Commerce,52.0,Comm&Mgmt,No,90.0,Mkt&HR,50,Placed,316668.0
8338,M,21,U,1,4,services,health,yes,no,yes,no,67.0,State,61.0,Private,Arts,78.0,Comm&Mgmt,No,94.0,Mkt&HR,71,Placed,513663.0
8339,M,19,R,2,1,services,health,no,no,yes,no,79.0,State,87.0,Central,Commerce,63.0,Sci&Tech,No,79.0,Mkt&HR,68,Placed,315614.0
8340,F,20,U,1,3,health,other,yes,yes,no,no,82.0,Private,89.0,Central,Arts,71.0,Sci&Tech,No,68.0,Mkt&Fin,53,Not Placed,
8341,F,20,U,2,4,other,teacher,no,yes,no,yes,82.0,Private,63.0,Private,Commerce,66.0,Comm&Mgmt,No,86.0,Mkt&Fin,66,Placed,402400.0
8342,M,19,U,3,3,services,at_home,yes,no,yes,yes,71.0,Central,69.0,Private,Science,69.0,Sci&Tech,No,53.0,Mkt&HR,84,Not Placed,
8343,M,20,U,4,1,at_home,services,no,yes,yes,yes,64.0,Private,79.0,Central,Science,80.0,Comm&Mgmt,Yes,50.0,Mkt&Fin,65,Not Placed,
8344,F,18,U,2,3,services,health,yes,no,no,yes,94.0,Central,91.0,State,Arts,64.0,Sci&Tech,Yes,91.0,Mkt&Fin,80,Placed,480859.0
8345,M,21,U,3,4,health,health,no,yes,yes,yes,89.0,Private,88.0,Central,Commerce,83.0,Sci&Tech,No,53.0,Mkt&Fin,85,Placed,422127.0
8346,M,22,U,4,3,other,at_home,no,yes,yes,no,55.0,Private,67.0,Private,Science,88.0,Comm&Mgmt,No,75.0,Mkt&Fin,76,Placed,474490.0
8347,M,21,U,1,4,other,health,yes,no,yes,no,74.0,State,52.0,State,Arts,71.0,Comm&Mgmt,No,82.0,Mkt&Fin,64,Placed,397094.0
8348,M,19,U,4,1,services,health,no,no,no,yes,58.0,State,84.0,Central,Commerce,77.0,Sci&Tech,No,60.0,Mkt&Fin,79,Placed,354853.0
8349,F,18,U,2,3,other,other,no,no,no,yes,73.0,Private,64.0,State,Arts,66.0,Sci&Tech,No,59.0,Mkt&Fin,64,Not Placed,
8350,F,18,U,3,4,at_home,other,yes,no,yes,no,65.0,Central,93.0,Private,Arts,72.0,Comm&Mgmt,Yes,92.0,Mkt&HR,89,Placed,501347.0
8351,M,22,U,4,1,services,other,yes,no,no,no,79.0,Central,74.0,Private,Commerce,89.0,Sci&Tech,Yes,52.0,Mkt&Fin,58,Placed,391867.0
8352,M,19,U,2,4,services,health,no,yes,no,yes,69.0,State,61.0,Central,Commerce,79.0,Comm&Mgmt,No,63.0,Mkt&Fin,92,Placed,431966.0
8353,F,20,U,4,1,at_home,other,yes,yes,no,no,82.0,Central,52.0,State,Science,63.0,Comm&Mgmt,Yes,52.0,Mkt&HR,88,Placed,332096.0
8354,M,19,R,1,3,other,other,no,yes,yes,no,68.0,Central,75.0,Central,Science,90.0,Sci&Tech,Yes,77.0,Mkt&Fin,90,Placed,550000.0
8355,F,21,U,2,1,other,services,no,no,no,yes,79.0,State,57.0,Private,Arts,95.0,Sci&Tech,No,94.0,Mkt&Fin,65,Placed,538223.0
8356,F,19,U,2,3,other,health,yes,yes,no,yes,79.0,Private,60.0,Central,Science,62.0,Sci&Tech,No,73.0,Mkt&HR,86,Not Placed,
8357,M,23,R,2,1,at_home,services,no,yes,no,no,54.0,Private,57.0,State,Commerce,89.0,Comm&Mgmt,No,93.0,Mkt&Fin,70,Placed,550000.0
8358,F,22,R,4,2,health,other,no,no,yes,no,76.0,Private,51.0,State,Arts,75.0,Sci&Tech,Yes,52.0,Mkt&HR,92,Placed,429767.0
8359,F,19,U,1,3,health,at_home,no,no,no,yes,72.0,State,82.0,Private,Science,59.0,Comm&Mgmt,No,68.0,Mkt&HR,89,Placed,315977.0
8360,M,23,R,2,3,at_home,teacher,no,no,yes,yes,70.0,State,94.0,State,Arts,72.0,Comm&Mgmt,Yes,57.0,Mkt&Fin,76,Not Placed,
